image_name,point_0_x,point_0_y,point_1_x,point_1_y,point_2_x,point_2_y,point_3_x,point_3_y,point_4_x,point_4_y,point_5_x,point_5_y,point_6_x,point_6_y,point_7_x,point_7_y,point_8_x,point_8_y,point_9_x,point_9_y,point_10_x,point_10_y,point_11_x,point_11_y,point_12_x,point_12_y,point_13_x,point_13_y,point_14_x,point_14_y,point_15_x,point_15_y,point_16_x,point_16_y,point_17_x,point_17_y,point_18_x,point_18_y,point_19_x,point_19_y,point_20_x,point_20_y,class_name
peace_381_keypoints,-0.0,0.0,-3.002,1.245,-5.559,5.817,-4.875,6.301,-3.049,8.146,-3.242,10.754,-4.59,14.447,-5.088,17.58,-5.302,20.526,0.001,10.0,0.417,14.889,1.226,18.34,1.953,21.479,2.401,8.582,1.024,10.504,-1.79,7.033,-3.125,4.945,4.358,7.171,1.91,7.158,-0.407,5.554,-2.067,4.329,peace
peace_382_keypoints,-0.0,0.0,-2.437,3.298,-5.188,5.488,-5.562,5.703,-5.618,5.502,-3.551,10.894,-4.135,14.212,-4.402,17.114,-4.467,19.957,-0.0,10.0,1.296,14.199,2.077,17.347,2.917,19.936,2.563,8.298,1.28,9.529,-1.669,6.016,-3.446,4.344,4.378,6.262,1.808,6.011,-0.429,4.252,-2.207,3.341,peace
peace_383_keypoints,-0.0,0.0,-2.565,0.704,-4.598,3.554,-3.863,5.559,-2.01,6.846,-3.372,10.488,-4.267,14.285,-4.495,17.318,-4.755,20.133,0.002,10.0,1.363,14.803,1.929,17.944,2.867,20.587,2.784,8.487,2.086,9.81,-0.207,6.253,-1.61,4.233,4.896,6.959,3.137,6.324,1.097,4.508,-0.181,3.36,peace
peace_384_keypoints,-0.0,0.0,-3.353,1.909,-4.445,4.263,-2.491,5.632,-0.474,6.662,-2.996,10.54,-3.887,14.293,-4.24,17.202,-4.177,19.94,0.004,9.999,1.82,14.246,2.929,17.383,3.884,20.983,2.757,8.507,2.896,9.476,1.157,6.538,0.31,5.231,5.11,6.521,4.033,5.907,2.279,4.399,0.909,3.276,peace
peace_385_keypoints,-0.0,0.0,-2.952,1.212,-3.738,4.524,-2.216,5.432,-0.119,6.525,-3.246,10.109,-3.979,14.204,-4.125,17.023,-4.293,19.507,0.005,10.0,1.563,14.726,2.775,17.678,4.083,20.398,2.606,8.587,4.617,6.766,2.9,4.634,0.78,3.205,4.505,6.773,5.175,5.042,4.151,3.201,2.374,1.861,peace
peace_386_keypoints,-0.0,0.0,-2.967,1.429,-4.286,3.627,-1.758,5.385,0.879,6.484,-3.077,10.549,-3.736,15.054,-4.286,17.802,-4.395,20.659,0.0,10.0,2.088,15.824,3.516,18.681,5.165,20.549,2.527,8.901,4.286,10.0,4.395,4.615,2.967,2.308,3.516,6.923,5.934,6.263,4.945,3.737,3.516,1.978,peace
peace_387_keypoints,-0.0,0.0,-2.93,0.367,-3.877,2.555,-1.999,4.702,0.85,6.293,-2.903,9.933,-3.166,14.393,-3.447,17.55,-3.407,20.375,0.032,10.0,2.387,15.075,4.163,17.659,5.287,20.252,3.059,8.761,4.042,9.073,2.907,5.72,1.687,3.998,5.526,6.444,5.524,6.336,3.868,4.511,2.867,2.895,peace
peace_388_keypoints,-0.0,0.0,-2.67,0.489,-3.807,2.238,-1.538,4.582,1.332,5.655,-2.011,10.114,-1.97,14.831,-1.798,17.856,-1.44,20.196,1.125,9.936,4.092,14.713,6.235,16.838,7.955,19.438,4.079,8.534,4.987,8.707,3.847,6.412,2.185,6.843,6.193,6.166,5.782,6.864,3.895,5.285,2.414,4.919,peace
peace_389_keypoints,-0.0,0.0,-2.902,1.115,-3.613,2.744,-0.337,4.283,2.875,4.536,-1.023,10.261,-0.587,15.023,0.314,18.073,1.05,20.793,2.767,9.61,6.119,14.195,8.653,16.308,10.972,18.57,5.637,7.44,6.427,8.034,4.438,5.609,2.874,5.359,7.158,4.873,7.043,4.889,4.739,3.567,3.585,3.73,peace
peace_38_keypoints,-0.0,0.0,-1.361,2.361,-1.005,4.891,1.173,5.197,3.791,4.675,3.107,10.162,3.489,15.045,4.421,18.094,5.363,20.722,5.59,8.291,8.979,13.922,10.967,16.787,13.676,19.292,6.299,5.158,9.331,8.258,5.721,6.446,4.024,5.437,7.555,1.996,7.7,2.923,5.434,2.783,3.713,4.421,peace
peace_390_keypoints,-0.0,0.0,-1.203,2.196,-1.33,5.734,2.236,7.903,5.02,8.351,0.082,10.671,-0.268,15.147,-0.577,19.049,-0.494,22.447,2.459,9.693,5.367,14.784,7.395,18.281,8.905,21.274,4.852,7.917,7.746,11.079,4.978,8.924,4.04,7.792,6.656,5.988,7.299,6.589,6.544,6.911,5.356,7.4,peace
peace_391_keypoints,-0.0,0.0,-1.234,3.355,-0.813,7.473,1.651,9.621,4.072,9.301,1.194,10.842,1.057,14.486,0.933,17.649,1.115,20.381,3.332,9.428,5.654,14.078,7.718,16.676,9.334,18.875,4.865,7.261,7.337,11.122,4.582,9.5,3.591,8.717,5.55,5.143,6.147,7.517,5.721,8.923,4.408,8.482,peace
peace_392_keypoints,-0.0,0.0,-1.929,2.068,1.389,4.191,2.151,6.947,4.417,10.3,-1.266,9.113,2.946,11.091,5.218,11.341,4.017,9.004,0.001,9.999,4.605,12.152,4.709,10.538,3.188,7.697,-1.44,9.505,3.74,11.011,3.606,9.687,2.777,8.38,-2.462,9.448,1.15,10.258,1.736,9.182,3.532,10.015,peace
peace_393_keypoints,-0.0,0.0,-2.911,2.412,-3.936,6.72,-1.342,9.237,1.476,10.864,-1.567,12.443,1.426,12.092,0.912,11.929,1.464,10.012,3.091,9.511,2.779,13.706,1.257,11.02,1.701,9.975,4.487,8.315,3.568,11.753,2.195,10.018,1.35,9.298,5.745,7.017,4.881,8.495,3.21,9.492,1.582,9.994,peace
peace_394_keypoints,-0.0,0.0,-3.802,1.761,-6.124,5.371,-5.737,8.523,-4.258,10.372,-2.546,11.101,-5.208,15.839,-5.837,19.959,-6.347,24.18,-0.005,10.0,0.013,16.482,0.327,20.08,0.523,23.579,1.317,8.786,1.528,13.712,-2.266,10.527,-3.135,9.395,2.759,7.671,0.374,9.308,-1.888,9.835,-4.148,10.363,peace
peace_395_keypoints,-0.0,0.0,-3.095,2.212,-4.56,6.096,-2.378,8.852,0.419,10.871,-2.972,12.315,-3.639,17.49,-4.059,20.37,-3.997,22.296,1.802,9.836,1.034,13.884,2.776,18.044,1.772,14.498,3.299,8.792,2.202,11.732,1.054,10.359,0.276,9.293,4.549,7.541,3.76,8.863,2.12,9.58,0.573,10.061,peace
peace_396_keypoints,-0.0,0.0,-2.93,1.868,-4.16,6.059,-2.242,8.463,0.002,10.0,-3.075,11.467,-3.55,15.892,-4.091,19.699,-4.398,22.751,0.002,10.0,2.019,16.353,3.312,19.76,4.594,23.064,2.336,8.403,4.229,12.58,0.777,10.44,-0.198,9.084,3.72,6.696,3.116,7.904,2.048,8.641,0.143,9.361,peace
peace_397_keypoints,-0.0,0.0,-3.343,1.957,-4.976,5.688,-2.917,8.244,-0.531,10.12,-3.991,11.742,-5.046,16.588,-5.888,20.645,-6.629,23.801,0.029,10.0,0.815,17.853,2.207,20.98,1.265,17.96,2.146,8.734,3.673,13.431,0.266,10.895,-0.77,9.113,3.808,7.137,3.045,8.721,1.59,9.079,-0.424,9.781,peace
peace_398_keypoints,-0.0,0.0,-2.875,1.335,-3.993,4.745,-2.329,7.385,0.207,9.207,-3.106,10.895,-4.181,15.539,-5.062,19.278,-5.6,23.229,0.009,10.0,1.461,16.243,2.937,19.899,4.045,22.67,2.529,8.115,4.026,12.445,0.795,9.972,-1.032,9.137,4.266,6.369,3.418,7.859,2.084,8.243,0.195,8.87,peace
peace_399_keypoints,-0.0,0.0,-2.003,0.962,-1.913,2.791,1.026,5.709,3.27,9.848,-2.536,8.381,1.608,10.668,3.136,10.17,2.96,8.777,-0.001,10.0,3.662,12.087,4.56,12.648,2.462,7.249,4.742,8.573,4.345,11.805,3.874,10.665,1.861,8.698,5.759,7.486,7.976,11.237,4.342,9.539,2.351,9.561,peace
peace_39_keypoints,-0.0,0.0,-1.946,1.681,-3.322,4.42,-1.926,5.836,-0.198,7.214,-2.671,10.19,-4.157,13.953,-5.337,16.446,-5.961,18.876,0.004,10.0,-0.222,14.97,-0.315,18.127,-0.21,22.047,2.233,7.838,2.461,11.858,0.754,8.679,-0.11,7.991,4.19,6.269,3.317,7.491,2.045,6.174,1.179,4.474,peace
peace_3_keypoints,-0.0,0.0,-1.662,2.974,-2.675,6.87,-1.778,10.206,0.591,11.581,-2.316,10.656,-2.622,14.814,-2.505,17.583,-2.081,20.278,0.002,10.0,1.334,15.169,2.459,18.558,3.414,21.236,2.63,8.84,3.45,12.302,2.003,10.279,0.485,7.95,4.504,7.213,4.878,9.705,3.271,8.365,2.1,6.6,peace
peace_400_keypoints,-0.0,0.0,-2.715,1.342,-4.622,5.23,-2.8,7.39,-0.17,9.178,-3.063,10.95,-3.815,14.963,-4.539,16.473,0.184,8.32,-0.006,10.0,1.034,15.758,1.716,16.542,0.015,8.853,1.984,8.711,3.385,12.255,0.919,9.829,0.333,8.934,3.114,7.067,2.643,9.184,2.072,8.496,0.621,8.601,peace
peace_401_keypoints,-0.0,0.0,-3.058,2.225,-4.374,5.726,-2.506,7.809,-0.104,8.675,-2.714,11.14,-2.983,15.408,-3.275,18.855,-3.413,21.97,-0.003,10.0,2.214,15.018,3.967,18.356,5.262,20.733,2.165,8.016,3.747,11.586,0.888,9.76,-0.244,9.109,3.209,6.103,2.421,7.667,1.445,8.025,-0.166,8.273,peace
peace_402_keypoints,-0.0,0.0,-2.923,2.093,-4.385,5.641,-2.746,7.589,-0.278,8.791,-2.779,10.927,-3.101,15.141,-3.63,18.656,-3.59,21.776,0.002,10.0,2.058,14.804,3.687,18.108,5.094,20.611,1.921,8.157,3.462,11.578,0.554,9.503,-0.789,8.865,3.081,6.113,2.269,7.69,1.249,7.839,-0.266,8.164,peace
peace_403_keypoints,-0.0,0.0,-3.369,1.488,-5.312,4.181,-3.167,6.771,-0.554,7.758,-3.434,10.77,-4.349,15.666,-4.875,19.445,-5.452,22.626,-0.004,10.0,1.534,15.413,3.281,19.001,4.867,22.122,2.128,8.135,3.655,11.982,0.414,9.243,-0.983,8.396,3.623,5.841,2.666,7.366,1.22,7.367,-0.324,7.617,peace
peace_404_keypoints,-0.0,0.0,3.0,2.173,6.537,5.775,5.951,9.014,4.69,11.339,-0.531,9.583,3.172,12.219,4.057,11.996,3.415,8.889,0.001,10.0,3.178,13.23,4.497,12.755,3.804,8.809,-1.993,9.561,2.195,12.786,4.388,12.818,2.53,9.113,-2.336,9.47,0.658,10.633,3.61,10.226,3.096,10.089,peace
peace_405_keypoints,-0.0,0.0,-2.972,1.145,-4.69,4.215,-2.854,6.189,-0.303,7.39,-2.94,10.451,-3.468,14.879,-4.274,18.879,-4.502,21.894,-0.004,10.0,2.309,15.137,3.694,18.197,5.192,21.243,2.371,7.659,4.25,11.007,0.787,8.875,-0.992,8.39,3.926,5.183,3.023,6.32,1.548,6.489,-0.202,7.264,peace
peace_406_keypoints,-0.0,0.0,-3.159,0.784,-5.164,3.323,-2.964,4.776,-0.216,5.159,-3.021,10.151,-3.297,14.954,-3.577,19.027,-3.859,22.367,0.002,10.0,2.807,14.277,4.758,17.846,6.331,20.625,1.872,8.095,4.549,10.198,1.794,8.352,0.267,7.272,3.105,5.323,2.929,5.719,2.079,5.743,0.12,4.98,peace
peace_407_keypoints,-0.0,0.0,-3.372,0.611,-5.022,3.451,-2.873,5.956,0.106,7.463,-3.515,10.332,-4.564,15.839,-5.487,20.359,-6.413,24.597,0.0,10.0,2.335,15.742,3.945,20.084,5.826,23.579,2.368,8.135,4.531,11.626,1.109,8.716,-0.733,7.897,4.583,5.428,3.473,6.571,2.205,6.588,0.378,6.755,peace
peace_408_keypoints,-0.0,0.0,-3.15,1.065,-4.883,3.43,-2.717,5.831,0.222,6.734,-3.068,10.539,-3.889,15.808,-4.428,19.882,-4.919,24.472,-0.0,10.0,2.938,15.188,4.835,18.911,6.403,21.886,2.4,7.834,4.742,10.738,1.31,8.712,-0.246,7.295,4.121,5.34,3.536,6.042,2.084,5.785,0.421,6.066,peace
peace_409_keypoints,-0.0,0.0,-3.014,1.429,-4.689,3.931,-2.844,6.289,-0.315,7.108,-2.97,10.693,-3.498,15.874,-3.956,19.46,-4.363,23.529,0.003,10.0,2.635,15.077,4.573,18.279,6.109,21.158,1.866,8.087,4.233,10.754,1.088,8.783,-0.223,7.952,3.77,5.439,2.738,6.041,1.52,6.052,0.247,6.68,peace
peace_40_keypoints,-0.0,0.0,-2.751,1.266,-4.969,4.033,-4.376,5.665,-2.304,7.409,-2.811,11.135,-5.365,16.278,-6.878,19.197,-8.381,21.793,0.0,10.0,-0.482,16.887,-1.01,21.257,-1.205,25.316,2.247,8.331,2.03,13.033,-0.745,9.073,-1.015,7.451,4.455,5.886,1.896,7.223,0.507,6.275,-1.314,4.732,peace
peace_410_keypoints,-0.0,0.0,-3.325,1.302,-4.631,4.342,-2.868,6.219,-0.358,7.287,-3.334,10.783,-4.434,15.762,-5.052,19.813,-5.689,23.345,0.011,10.0,1.779,15.253,3.486,18.952,5.166,22.001,2.023,8.361,4.093,11.395,0.342,8.557,-0.845,8.085,3.854,5.43,2.739,6.774,1.167,6.446,-0.129,6.498,peace
peace_411_keypoints,-0.0,0.0,-2.67,1.477,-3.538,4.439,-1.37,6.505,1.249,7.735,-2.333,10.41,-2.683,15.36,-3.296,19.139,-3.442,22.79,0.48,9.988,3.311,15.095,5.156,18.344,6.636,21.132,2.668,8.052,5.094,11.052,2.092,8.536,0.899,7.86,4.027,5.901,3.936,6.962,2.868,6.636,1.229,6.911,peace
peace_412_keypoints,-0.0,0.0,-2.126,1.659,-2.399,4.679,-0.109,6.883,2.825,7.663,-1.11,10.209,-1.233,15.218,-1.681,19.252,-1.554,22.617,1.492,9.888,4.733,14.77,6.715,17.872,8.297,20.628,3.599,7.98,6.548,10.634,3.741,8.219,2.834,7.788,5.171,5.612,5.236,6.483,4.099,6.317,3.008,6.774,peace
peace_413_keypoints,-0.0,0.0,-2.398,1.227,-3.198,4.148,-0.733,6.616,2.476,7.673,-1.48,10.493,-2.006,15.865,-2.048,20.113,-1.967,24.082,1.093,9.94,4.419,15.649,6.678,19.36,8.626,22.404,3.621,8.569,6.517,11.424,3.484,8.576,1.785,7.574,5.109,5.748,5.284,6.422,4.321,6.339,2.696,6.701,peace
peace_414_keypoints,-0.0,0.0,-2.297,1.074,-3.18,3.632,-0.499,6.349,2.845,7.179,-1.287,10.349,-1.322,15.747,-1.568,19.974,-1.595,23.528,1.316,9.913,5.097,15.321,7.42,18.588,9.069,21.636,2.967,9.014,7.037,10.849,4.374,8.394,2.593,7.328,5.029,6.377,5.85,6.849,4.881,6.124,3.449,6.35,peace
peace_415_keypoints,-0.0,0.0,-3.271,1.274,-5.712,5.608,-3.904,8.1,-1.999,9.929,-4.281,11.184,-1.744,11.682,-1.201,11.342,-1.122,9.802,-0.02,10.0,-0.944,13.205,-1.322,10.796,-1.124,9.692,1.841,9.633,-0.086,12.198,-1.102,10.791,-1.569,9.481,3.02,8.18,2.159,9.077,0.525,9.769,-1.781,9.816,peace
peace_416_keypoints,-0.0,0.0,-2.192,1.397,-2.627,4.69,0.737,7.066,3.981,8.287,-0.584,10.581,-0.447,15.632,-0.005,19.872,0.242,23.482,2.06,9.785,5.849,14.975,8.395,18.215,10.643,21.098,4.341,7.989,7.617,10.764,4.381,8.374,2.988,7.48,5.999,5.218,6.106,6.246,5.362,6.583,4.105,6.975,peace
peace_417_keypoints,-0.0,0.0,-2.038,1.608,-2.611,4.739,0.441,7.391,3.584,8.484,-1.297,10.681,-0.91,15.866,-0.808,20.019,-0.21,23.251,0.505,9.988,4.915,15.074,7.334,18.391,9.347,21.069,2.046,9.301,6.759,10.873,3.974,8.474,2.651,7.467,4.072,7.172,5.509,7.527,5.097,6.628,3.799,6.66,peace
peace_418_keypoints,-0.0,0.0,-1.865,1.581,-1.811,4.614,1.589,6.928,4.861,7.988,0.164,10.363,0.736,16.002,1.393,19.986,2.099,23.207,2.006,9.797,6.913,14.49,9.735,17.368,12.033,20.046,3.672,8.742,8.235,10.052,5.487,7.925,3.895,7.2,5.548,6.02,6.726,6.407,6.411,5.806,4.795,6.096,peace
peace_419_keypoints,-0.0,0.0,-1.389,1.84,-1.363,4.747,1.964,6.815,5.117,7.641,0.676,10.285,1.67,15.59,2.472,19.529,3.065,22.865,2.735,9.618,7.525,14.013,10.318,16.789,12.72,19.491,4.317,8.259,9.082,9.745,5.79,7.927,4.037,7.159,6.544,5.163,7.286,5.945,6.789,6.014,5.068,6.382,peace
peace_41_keypoints,-0.0,0.0,-2.797,1.263,-4.639,3.256,-3.756,4.267,-1.753,4.908,-3.116,10.398,-5.178,15.104,-6.42,18.036,-7.278,20.886,0.0,10.0,0.086,14.781,-0.009,19.335,0.688,23.853,2.679,7.561,2.649,11.168,-0.471,7.167,-0.89,6.457,4.331,4.676,3.219,5.713,1.079,4.436,-0.441,3.56,peace
peace_420_keypoints,-0.0,0.0,-1.725,1.693,-2.024,4.76,1.3,7.238,4.292,8.272,-0.335,10.387,0.345,15.467,0.729,19.713,1.053,22.985,1.223,9.925,6.276,14.735,8.65,17.638,10.653,20.441,3.0,9.083,7.973,10.606,4.899,8.235,3.395,7.596,4.945,7.013,6.098,7.917,5.925,7.073,4.489,7.529,peace
peace_421_keypoints,-0.0,0.0,-1.822,2.034,-1.675,5.146,1.541,7.616,4.751,8.585,-0.049,10.879,0.385,15.842,0.867,19.924,1.699,23.726,1.736,9.848,6.555,14.927,9.329,18.059,11.574,20.863,3.645,8.806,7.933,10.682,5.133,8.676,3.683,7.803,6.27,5.952,6.751,7.16,6.492,7.057,4.787,7.581,peace
peace_422_keypoints,-0.0,0.0,-1.694,2.032,-1.596,5.105,1.118,7.546,3.685,8.784,-0.884,10.247,-0.296,14.953,-0.175,18.795,0.06,22.743,0.645,9.98,4.743,14.464,6.933,17.692,8.772,20.271,2.268,9.158,6.519,11.552,3.914,9.106,3.005,8.146,3.989,8.006,5.575,9.493,5.097,8.3,3.979,7.676,peace
peace_423_keypoints,-0.0,0.0,-1.537,1.999,-1.842,5.571,1.172,8.211,3.137,9.077,-0.941,10.238,-0.46,14.158,-0.483,17.621,-0.26,20.206,0.969,9.953,3.775,14.238,5.652,17.224,7.219,19.743,2.758,9.192,4.578,12.949,6.223,17.1,2.817,8.42,4.06,8.263,5.515,10.5,5.95,11.535,3.511,8.867,peace
peace_424_keypoints,-0.0,0.0,-2.0,2.0,-2.2,5.6,0.4,8.3,2.7,9.4,-1.8,10.2,-1.9,14.6,-2.1,18.299,-2.1,21.3,0.1,10.0,3.0,15.0,4.5,18.2,5.9,20.799,1.9,9.4,4.9,12.3,5.0,18.2,2.2,8.5,3.7,8.4,5.0,10.9,4.0,10.2,3.2,9.1,peace
peace_425_keypoints,-0.0,0.0,-2.077,2.03,-2.661,5.406,0.33,8.417,3.093,10.273,-1.848,10.763,-1.785,15.184,-1.84,18.764,-2.216,21.928,0.036,9.999,2.824,13.645,4.894,18.564,6.515,21.488,3.795,7.841,5.217,11.611,3.295,9.638,2.339,9.126,5.669,6.34,5.586,7.922,4.759,8.986,3.187,9.429,peace
peace_426_keypoints,-0.0,0.0,-2.981,2.551,-3.777,7.058,-1.5,8.871,1.217,10.455,2.559,10.387,2.281,13.415,2.886,13.891,2.899,14.999,4.446,8.958,6.568,13.274,2.956,13.134,1.658,10.229,5.135,7.685,4.374,11.813,2.634,11.234,1.155,10.716,5.824,6.412,5.038,8.325,3.537,9.294,1.541,10.256,peace
peace_427_keypoints,-0.0,0.0,-2.376,2.178,-2.475,5.841,0.099,8.812,2.871,10.297,-1.98,10.594,-2.178,14.95,-2.475,18.613,-2.673,21.386,0.0,10.0,2.673,14.95,4.158,18.811,5.544,21.286,3.168,8.02,4.554,11.782,2.673,9.604,2.079,9.307,4.752,6.337,4.752,8.317,3.96,9.505,2.772,9.802,peace
peace_428_keypoints,-0.0,0.0,-1.892,2.767,-1.836,6.443,1.182,9.261,2.953,11.785,-0.866,11.095,-0.686,15.234,-0.918,18.835,-1.013,21.671,1.319,9.912,3.378,13.927,5.55,18.216,7.121,20.565,4.2,7.835,5.577,11.516,3.511,10.239,2.227,9.38,5.602,6.231,5.746,8.392,4.976,9.575,3.504,10.145,peace
peace_429_keypoints,-0.0,0.0,-1.919,3.076,-0.954,7.695,1.36,9.054,5.905,10.948,1.409,11.989,4.885,13.817,4.999,12.948,4.568,11.996,4.396,8.982,6.036,11.971,5.467,11.787,5.113,10.71,5.148,7.229,6.665,10.14,5.842,10.225,4.266,9.328,6.254,5.183,7.148,8.134,7.056,9.102,5.628,9.749,peace
peace_42_keypoints,-0.0,0.0,-1.734,1.654,-2.329,4.068,-0.248,5.097,2.916,5.465,-0.352,10.305,-0.983,15.452,-1.097,18.583,-0.317,21.599,2.552,9.669,4.019,15.972,5.026,19.738,6.35,22.942,4.297,7.105,6.505,11.104,3.726,7.699,2.361,6.187,6.793,4.314,6.653,5.241,4.589,4.34,2.978,4.938,peace
peace_430_keypoints,-0.0,0.0,-2.196,2.971,5.176,9.325,5.154,11.852,3.745,12.817,-2.142,9.833,0.963,13.227,2.97,14.013,3.091,14.202,2.193,9.757,3.712,11.608,3.535,10.921,4.488,13.138,3.546,9.202,4.411,10.621,4.3,10.533,2.427,9.124,5.521,6.963,5.831,9.756,5.353,10.921,5.232,8.005,peace
peace_431_keypoints,-0.0,0.0,-1.559,3.245,-0.955,7.528,2.296,9.951,5.772,11.264,0.891,12.198,4.578,13.174,4.915,13.385,5.168,13.231,4.382,8.989,5.92,11.904,5.575,12.079,5.07,11.138,5.793,7.605,6.812,10.352,5.702,10.126,5.035,10.569,6.938,5.899,7.261,8.132,6.896,9.467,5.66,9.944,peace
peace_432_keypoints,-0.0,0.0,-2.126,2.863,-2.486,6.869,-0.033,9.5,2.318,10.717,-2.267,10.531,-2.469,13.951,-2.926,16.958,-3.31,19.296,-0.026,10.0,1.536,14.312,2.49,16.964,3.938,19.193,2.132,9.303,2.094,12.554,1.648,10.476,1.218,9.566,3.617,8.282,2.981,10.457,2.651,10.629,2.064,10.47,peace
peace_433_keypoints,-0.0,0.0,-2.365,2.353,-2.858,6.805,0.283,10.084,2.614,11.884,-1.957,10.734,-2.38,14.523,-2.635,17.835,-3.166,21.25,0.751,9.972,1.649,13.806,2.402,11.231,-3.145,21.816,2.704,9.238,2.72,12.163,2.663,10.655,1.759,9.18,4.553,8.225,4.066,10.319,3.431,11.003,2.388,10.854,peace
peace_434_keypoints,-0.0,0.0,-1.765,3.188,-1.495,7.343,1.281,10.305,3.515,12.769,-0.241,11.747,-0.315,15.471,-0.514,18.261,-0.813,21.729,2.622,9.65,3.871,13.294,3.889,12.719,3.309,11.94,4.612,8.146,5.024,11.235,4.426,11.029,3.321,9.176,5.984,7.011,5.817,9.319,5.23,10.635,3.983,11.278,peace
peace_435_keypoints,-0.0,0.0,-1.736,3.331,-1.108,7.687,1.979,10.189,4.188,12.878,0.732,11.987,4.78,14.69,6.022,16.669,9.192,20.99,4.097,9.122,5.422,12.92,6.489,16.467,4.105,12.488,5.429,7.715,6.238,11.01,4.941,10.676,3.575,9.54,6.599,6.035,6.635,8.578,6.049,10.132,4.655,11.247,peace
peace_436_keypoints,-0.0,0.0,-1.603,3.155,7.101,7.894,6.574,11.118,5.834,13.044,-0.377,9.491,3.466,12.238,5.163,13.895,4.842,9.683,-0.001,10.0,4.409,13.193,5.989,13.519,5.126,9.907,5.612,8.169,6.483,10.516,6.578,10.485,4.684,9.841,7.169,7.135,7.374,9.699,6.956,10.678,5.275,11.332,peace
peace_437_keypoints,-0.0,0.0,-3.082,2.375,-4.081,7.029,-1.643,9.234,1.523,10.791,2.301,10.381,2.088,12.895,1.628,11.881,1.548,10.91,4.019,9.157,5.976,13.19,3.96,12.996,1.691,11.003,4.767,8.012,5.971,12.574,2.425,10.972,0.67,10.846,5.583,6.607,4.842,8.367,3.098,9.474,1.119,10.629,peace
peace_438_keypoints,-0.0,0.0,-2.687,3.11,-2.894,8.137,0.216,10.824,2.762,13.264,-0.151,10.446,1.875,13.804,2.789,13.474,2.8,12.727,2.516,9.678,3.127,12.791,3.273,13.092,3.071,11.522,3.796,8.877,4.041,11.611,3.372,11.378,2.414,10.543,5.378,7.929,4.94,10.326,4.21,11.271,3.189,11.613,peace
peace_439_keypoints,-0.0,0.0,-2.532,3.505,-2.491,8.445,0.996,10.874,3.744,12.698,1.543,10.987,2.647,13.632,3.295,13.726,3.437,12.753,3.467,9.38,4.133,12.524,3.881,12.884,3.681,11.763,4.97,8.374,5.258,11.165,4.508,11.089,3.229,11.001,6.337,7.183,6.023,9.554,5.222,10.961,3.867,11.624,peace
peace_43_keypoints,-0.0,0.0,-2.086,1.639,-2.926,3.954,-0.184,5.149,3.043,5.904,-0.973,10.879,-0.873,16.264,-0.454,19.384,0.723,22.17,1.825,9.832,2.555,16.344,3.734,20.578,5.185,23.471,3.876,7.802,6.216,11.796,3.46,7.576,2.522,5.952,6.66,5.177,7.005,6.066,4.786,4.823,3.729,3.342,peace
peace_440_keypoints,-0.0,0.0,-2.926,3.081,-3.343,7.638,-0.475,10.585,1.893,12.828,-2.152,12.146,-2.387,16.363,-2.652,20.26,-2.896,23.295,1.922,9.813,1.973,14.755,4.293,19.799,5.881,22.87,3.428,8.7,3.12,12.17,2.387,11.274,1.325,10.302,5.038,7.575,4.521,9.991,3.656,11.043,2.164,11.188,peace
peace_441_keypoints,-0.0,0.0,-2.165,2.701,-1.95,7.647,1.9,10.321,5.242,11.416,2.89,11.096,6.58,12.218,7.89,13.368,9.388,13.448,4.707,8.822,7.061,11.87,5.965,11.122,5.35,10.481,5.964,7.485,6.873,10.213,6.607,10.507,5.536,8.956,6.713,5.48,7.783,7.939,7.248,8.982,6.232,9.01,peace
peace_442_keypoints,-0.0,0.0,-2.221,3.166,-3.03,7.263,-0.495,10.059,1.95,11.266,-2.353,12.082,-2.274,16.073,-2.749,19.629,-2.962,22.855,2.364,9.717,2.529,16.096,4.271,19.788,5.587,22.431,3.307,8.403,4.721,13.534,2.025,11.058,1.095,9.969,4.813,7.624,4.682,9.038,3.555,10.473,1.903,10.872,peace
peace_443_keypoints,-0.0,0.0,-1.724,3.042,-1.975,7.008,0.45,9.152,2.896,10.62,-0.988,11.819,-1.37,16.478,-1.776,20.128,-1.66,23.482,2.651,9.642,4.017,16.424,5.943,19.871,7.308,22.496,4.318,7.844,6.152,13.102,3.095,11.267,1.768,9.761,5.92,6.392,6.158,8.157,4.682,9.705,2.866,10.4,peace
peace_444_keypoints,-0.0,0.0,-1.796,3.007,-1.65,6.969,0.509,8.864,3.111,9.955,-0.819,11.279,-1.179,15.515,-1.389,19.196,-1.344,22.309,2.332,9.725,3.843,15.244,5.835,18.45,7.115,21.095,4.065,8.014,5.652,12.343,3.03,10.18,2.15,9.101,5.387,6.46,5.375,8.182,4.333,9.381,2.93,9.332,peace
peace_445_keypoints,-0.0,0.0,-1.576,2.723,-1.87,6.591,-0.025,7.56,2.964,9.458,-0.827,11.015,-1.43,15.265,-1.827,19.259,-2.181,22.552,2.068,9.784,3.805,15.3,5.57,18.836,6.905,21.604,4.43,7.909,5.897,11.942,3.96,11.214,1.73,8.773,5.963,5.889,5.568,7.675,4.514,8.715,2.788,8.895,peace
